etiqueta,mensaje,,,
ham,"UPS tarda 3 días, y la empresa de envíos tarda 2 semanas. La otra opción es USPS, que tarda una semana, pero si hay retrasos, puede que tengas que sobornar a nipost para que te entreguen tus cosas.",,,
ham,"Ya estoy de vuelta, avísame cuando estés listo.",,,
ham,"No esperes necesariamente que esté listo antes de que regreses, porque yo me estoy yendo ahora mismo.",,,
ham,"Mmm, qué rico, nena... Un buen susto para Suzy.",,,
ham,"¿Dónde estás, mi amor? Te necesito...",,,
spam,"Intentamos contactarte en relación con tu respuesta a nuestra oferta de un teléfono con video, 750 minutos para llamadas a cualquier red, mensajes de texto ilimitados y videocámara. Responde o llama al 08000930705 AHORA.",,,
ham,¡Estoy aparcado al lado de un MINI! ¿Cuándo crees que vas a venir hoy?,,,
ham,Sí,,,
ham,"Bueno, ahora voy de compras sola. Porque mi hermana aún no ha terminado. No te molestes.",,,
ham,MI NÚMERO EN LUTON 0125698789 ¡LLÁMAME SI ESTÁS CERCA! H*,,,
spam,"Hola, estoy muy cachonda, ¿quieres chatear o verme desnuda? Envía un mensaje de texto con la palabra ""hot"" al 69698. Envía un mensaje de texto con la palabra ""charged"" a las 1:50 p. m. para darte de baja. Envía un mensaje de texto con la palabra ""stop"" al 69698.",,,
ham,¿Por qué no viniste con nosotros?,,,
ham,Igual. Quiero planear un viaje entonces.,,,
ham,"Todavía no estoy seguro, sigo intentando ponerme en contacto con él.",,,
spam,¡Nuestro servicio de tonos de llamada ha cambiado! ¡25 créditos gratis! ¡Visita club4mobiles.com para elegir contenido ahora! ¿Quieres parar? Envía un SMS con la palabra CLUB STOP al 87070. 150p/semana Club4 Apartado de correos 1146 MK45 2WT,,,
ham,El evo. Acabo de descargar Flash. ¿Celoso?,,,
spam,Club de tonos de llamada: ¡Recibe cada semana en tu móvil la lista de éxitos del Reino Unido y elige cualquier tono de llamada de alta calidad! Este mensaje es gratuito.,,,
ham,"Ven a mu, estamos solucionando nuestro problema con los narcóticos.",,,
ham,"La noche ha terminado, y hoy llega la mañana de una forma especial. Que sonrías como los rayos del sol y dejes tus preocupaciones en la bahía azul.",,,
spam,OFERTA ESPECIAL DE HMV: Gana 500 libras en cupones HMV auténticos. Solo tienes que responder 4 preguntas sencillas. ¡Juega ahora! Envía HMV al 86688. Más información: www.100percent-real.com,,,
ham,"Supongo que USF, mejor tomar un coche.",,,
ham,No tengo ninguna objeción. Mi novio no viene.,,,
ham,Gracias...,,,
ham,Dile a Rob que se ligue a su novia en el teatro.,,,
ham,¡Genial! Nos vemos en un rato.,,,
ham,Acabo de enviarlo. ¿Qué tipo de comida te gusta?,,,
ham,¿Todo listo? ¿Todo entregado? ¿Las celebraciones ya están en pleno apogeo?,,,
ham,¿Te han llamado idiota?,,,
ham,Cuando extrañas a alguien,,why to miss them," just Keep-in-touch\"" gdeve.."""
ham,"Vale. Pedí dinero, ¿cuánto falta?",,,
ham,Vale...,,,
ham,"Sí, creo que mi tipo habitual todavía está inconsciente por lo de anoche, si logras contactar a alguien avísame y me encargo.",,,
ham,"Vale, entonces podría pasarme esta noche si mi clase termina temprano.",,,
ham,De acuerdo..,,,
ham,"Hola nena, estoy paseando con mi novia, ¿qué haces? Llámame en una hora en casa si te parece bien o llámame ahora mismo a este teléfono. Con cariño, Jenny xxx",,,
ham,"Mi vida significa mucho para mí, no porque ame mi vida, sino porque amo a las personas en mi vida, el mundo los llama amigos, yo los llamo mi mundo:-).. Ge:-)..",,,
ham,"Querido, te enviaré un correo esta noche. Estoy ocupado en la calle, te mantendré informado esta noche. Las cosas se ven bien. Varunnathu edukkukayee raksha ollu. Pero uno bueno en el verdadero sentido.",,,
ham,"Oye, ¿le dijiste tu nombre a Gautham?",,,
ham,¿Lo encontraste? Me siento tan estúpida porque la cámara web funcionaba.,,,
ham,Ups. El 4 entendió esa parte.,,,
ham,¿Estás tan ocupado?,,,
ham,"Borré el mensaje por accidente. Por favor, reenvíalo.",,,
spam,"Cliente de T-Mobile, ahora puede obtener una actualización GRATUITA a un teléfono con cámara y una tarjeta SIM prepago como recompensa por su fidelidad. Llame al 0845 021 3680. Oferta válida hasta el 28 de febrero. Se aplican términos y condiciones.",,,
ham,"A menos que sea una situación en la que ""¡Vamos, chica!"" sería más apropiado.",,,
ham,"Hazme daño... Búrlate de mí... Hazme llorar... Pero al final de mi vida, cuando muera, por favor, pon una rosa en mi tumba y di: ESTÚPIDO, TE EXTRAÑO... QUE TENGAS UN BUEN DÍA, BSLVYL",,,
ham,"No puedo contestar el teléfono ahora mismo. Por favor, envíame un mensaje.",,,
ham,¿Necesitas un café mañana? ¡No puedo creer que ya sea esa época de la semana!,,,
ham,"Genial, recuerdo la última vez que drogamos a alguien por primera vez con diésel :V",,,
ham,"¡Qué horror! Es realmente impactante y aterrador, no puedo ni imaginarlo. Me apunto a salir de fiesta. ¿Crees que hay algún sitio donde pueda quedarme a dormir y ahorrarme el taxi?",,,
ham,"Ah, y por cierto, ¡tienes más comida en la nevera! ¿Quieres salir a cenar esta noche?",,,
ham,Es un actor maravilloso,,,
spam,"SMS. ac Cita a ciegas para ti!: Rodds1 es un hombre de 21 años de Aberdeen, Reino Unido. Míralo en http://img. sms. ac/W/icmb3cktz8r7!-4 No se aceptan citas a ciegas. Enviar OCULTAR",,,
ham,Sí... Por lo que recuerdo... creo que debería ser un libro...,,,
ham,"Jos, ¿quieres que nos veamos?",,,
ham,"Jajaja, sí. Nuestra amistad pende de un hilo porque no compras nada.",,,
spam,"TheMob> Descubre nuestra nueva selección de contenido: juegos, tonos, chismes, chicas y deportes. Mantén tu móvil en forma y a la última. Envía WAP al 82468.",,,
ham,¿Dónde están las llaves del garaje? No están en la estantería.,,,
ham,Hoy es el DÍA DE LA ACEPTACIÓN... ¿Me aceptas como? Hermano Hermana Amante Querido1 Mejor1 Cercano1 Amigo de nivel Amigo de siempre Amigo lindo Compañero de vida Amado Dulce Mejor amigo No responder significa enemigo,,,
spam,"¿Te crees listo? ¡Gana 200 £ esta semana en nuestro concurso semanal! Envía un SMS con la palabra PLAY al 85222. Términos y condiciones. WinnersClub, PO BOX 84, M26 3UZ. Mayores de 16 años. 1,50 GBP/semana.",,,
ham,"Dice que me llamará cuando su amigo tenga el dinero, pero que sin duda lo comprará antes de que termine la semana.",,,
ham,"Hola, hoy me comporté contigo de forma normal y esta soy yo de verdad. Eres única y espero conocerte para siempre. Espero que encuentres lo que perdiste.",,,
ham,Me alegraste el día. Que tengas un buen día también.,,,
ham,K.k:) ¡Feliz Pongal por adelantado!,,,
ham,"Hmmm... Supongo que podemos hacer 4 kb y power yoga... Jaja, no sé si podremos aguantar el power yoga... Creo que también lo olvidé...",,,
ham,"En realidad no, tío, me temo que no tengo amigos :(",,,
spam,¡Solo en diciembre! ¿Tienes tu móvil desde hace más de 11 meses? ¡Tienes derecho a actualizarte gratis al último modelo con cámara a color! Llama gratis a The Mobile Update Co al 08002986906.,,,
ham,"Pastel de café, supongo...",,,
ham,"Feliz Navidad para ti también, cariño, te quiero *besos*",,,
ham,Oye... ¿Por qué no vamos a ver X-Men y luego almorzamos? Jaja,,,
ham,¿Podrías decirle a la gente que voy a llegar un poco tarde porque ya pasaron dos autobuses porque estaban llenos y todavía estoy esperando uno? Pete x,,,
ham,¡Eso sería genial! Estaremos en el Guild. Podríamos encontrarnos en Bristol Road o en algún otro sitio; me pondré en contacto contigo durante el fin de semana. ¡Nuestros planes despegan! Que tengas una buena semana.,,,
ham,No hay problema. ¿Cómo estás?,,,
ham,Sin llamadas...mensajes...llamadas perdidas,,,
ham,Hola da:) ¿Qué tal la clase de hoy?,,,
ham,"Yo diría que es una buena señal, pero bueno, ya conoces mi historial a la hora de interpretar a las mujeres.",,,
ham,"Genial, envíame un mensaje cuando hayas aparcado.",,,
ham,Estoy leyendo el mensaje que te acabo de enviar. Es una broma. Así que léelo desde esa perspectiva.,,,
ham,K.k:)apo k.buena película.,,,
ham,¿Tal vez podría sacar el libro mañana y devolverlo inmediatamente...? O algo así.,,,
spam,¡Llama a Alemania por solo 1 penique por minuto! Llama desde un teléfono fijo al número de acceso 0844 861 85 85. Sin prepago. ¡Acceso directo!,,,
ham,"Cualquier posibilidad que pudieras haber tenido conmigo se esfumó en cuanto violaste mi privacidad robando mi número de teléfono de los documentos de tu empresa. No me parece bien. Por favor, no me contactes de nuevo o te denunciaré a tu supervisor.",,,
spam,¡Oferta especial de San Valentín! Gana más de 1000 € en nuestro concurso y lleva a tu pareja al viaje de sus sueños. Envía GO al 83600 ahora. 150 € por mensaje recibido. Atención al cliente: 08718720201.,,,
ham,"¡Ta-daaaaa! Ya estoy en casa, cariño, ¿sigues despierta?",,,
ham,Genial. ¿Y cómo es que nunca te han invitado a cenar y a tomar vino?,,,
ham,Solo dormir... y navegar,,,
ham,"Lo siento, llamaré más tarde.",,,
ham,"¿Me estás llamando, verdad? Llama a mi teléfono móvil...",,,
ham,"Vale, genial, muchas gracias.",,,
ham,¡Supongo que ya te llegó el correo! ¡Debes tener miles de mensajes ahora! Feliz lectura. Mi favorito es el de wiv hello caroline al final. ¡Bendito sea!,,,
ham,"¿Dónde te has estado escondiendo, extraño?",,,
ham,No me interesa hacerlo así.,,,
ham,Mi hermana completó dos rondas en Birla Soft ayer.,,,
ham,Buenas noches... cuídate... el entrenamiento continúa,,,
ham,"Soy Yijue. Acabo de ver tu correo. Por si acaso Huiming no te ha enviado mi número, este es el mío.",,,
ham,Ahora tenemos un pequeño problema de prestigio.,,,
spam,"¿Te apetece follar? A mí sí. ¿Te interesa? sextextuk.com Envía un mensaje de texto con XXUK SUZY al 69876. Cada mensaje cuesta 1,50 €. Consulta los términos y condiciones en la web. X",,,
ham,Solo quería saber cómo estabas. De verdad extraño ver a Jeremiah. Que tengas un buen mes.,,,
ham,"No, no puedo ayudarte con eso, nunca he tenido un iPhone.",,,
ham,Si no estás en mi coche en una hora y media me voy a volver loco,,,
ham,"HOY es el día del perdón. Si alguna vez me enojé contigo, si alguna vez me porté mal o te lastimé, por favor, por favor, ¡SOLO DATE UNA BOFETADA! Porque es tu culpa, básicamente soy BUENO.",,,
ham,¿Ustedes ya calcularon cuánto necesitamos para alcohol? Jay y yo estamos tratando de calcular cuánto podemos gastar de forma segura en marihuana.,,,
ham,<#> ISH MINUTES FUE HACE 5 MINUTOS. WTF.,,,
ham,"Gracias por llamar. Olvidé desearle un feliz Onam, señor. Estoy bien aquí y me acordé de usted cuando conocí a una persona de seguros. Nos vemos en Qatar, si Dios quiere. Rakhesh, ex empleado de Tata AIG que se unió a TISSCO, Tayseer.",,,
spam,"¡Felicidades! Has ganado 500 en cupones de CD o 125 en regalos garantizados y entrada gratuita al sorteo semanal de 100. Envía un mensaje de texto con la palabra MUSIC al 87066. Consulta los términos y condiciones en www.Ldew.com. Gana 150 por persona al mes, 3 años o más.",,,
spam,"Tu saldo actual es de 500 libras. Para maximizar tu ingreso de efectivo, envía CASH al 86688 (solo 150 peniques por mensaje). CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL",,,
ham,"Soy actor. Cuando trabajo, trabajo por la noche y me acuesto tarde. Como ahora mismo estoy desempleado, SIEMPRE me acuesto tarde. Cuando estás desempleado, todos los días son sábado.",,,
ham,"¡Hola! Acabo de llegar a St. Andrews, ¡qué largo es el camino! Hace frío. Te mantendré informado.",,,
ham,"Ja, ja, genial, genial, chikku chikku :-): -DB-)",,,
ham,"Ah, vale, no hay problema.",,,
ham,Comprueba el estado de Audrey ahora mismo.,,,
ham,Estoy muy ocupada. Intentando terminar todo para Año Nuevo. Tengo muchas ganas de conocerte por fin...,,,
ham,"¡Buenas tardes, rayito de sol! ¿Cómo amanece hoy? ¿Nos sentimos renovados y felices de estar vivos? ¿Respiramos el aire y sonreímos? Pienso en ti, mi amor... Como siempre.",,,
ham,"Bueno, sé que Z cuidará de mí. Así que no te preocupes.",,,
spam,"¡Actualiza ahora! ¡Oferta de Navidad! Últimos modelos de Motorola, Sony Ericsson y Nokia, ¡y Bluetooth GRATIS! Minutos dobles y 1000 SMS en Orange. Llama a MobileUpd8 al 08000839402 o llama a call2optout/F4Q=",,,
spam,"Aquí tienes tu código de descuento RP176781. Para dejar de recibir mensajes, responde ""stop"". www.regalportfolio.co.uk. Atención al cliente: 08717205546",,,
ham,¿Qué uniforme? ¿Dónde lo consigo?,,,
ham,"Genial, envíame un mensaje cuando estés listo.",,,
ham,"Hola mi chico... ¡Ay, ya te extraño y acabo de despertar! Ojalá estuvieras aquí en la cama conmigo, abrazándome. Te amo...",,,
ham,También te mimaré en la cama :),,,
ham,"Voy a bañarme, te enviaré un mensaje en el próximo minuto.",,,
ham,"No puedo seguir hablando con gente si no estoy seguro de poder pagarles si aceptan el precio. Así que, por favor, dime qué quieres comprar realmente y cuánto estás dispuesto a pagar.",,,
spam,"Gracias por su pedido de tono de llamada, referencia T91. Se le cobrarán 4 GBP por semana. Puede cancelar su suscripción en cualquier momento llamando al servicio de atención al cliente al 09057039994.",,,
ham,¿Puedes decir qué pasó?,,,
ham,Podrías haberme visto... no te reconocí. :),,,
ham,"Bueno, no hay mucho que hacer en Lindsay en Año Nuevo *suspira*. Algunos bares en Ptbo y el Blue Heron tienen algo de actividad.",,,
ham,Deja mi payasam ahí si Rinu lo trae,,,
ham,"Pensé que el señor Ranjith me había llamado. Por eso le envié ese mensaje. Porque estaba verificando el proyecto. Prabu me lo dijo hoy, así que no me malinterpretes.",,,
ham,"Supongo que por eso estás preocupada. Debes saber que el cuerpo tiene su propia forma de repararse. Y estoy segura de que no tienes por qué preocuparte. Iremos con calma. Primero las pruebas, que te indicarán cuándo ovulas, y luego relájate. Nada de lo que has dicho es motivo de preocupación, pero seguiré pendiente de ti.",,,
ham,"Sí, claro, dame un par de minutos para encontrar mi cartera.",,,
ham,"Oye, déjalo. No es para tanto :-) Cuídate.",,,
ham,"Hola, llegaré tarde... Nos vemos a las 9:45+",,,
spam,"Doble de minutos y SMS durante 4 o 6 meses. Bluetooth GRATIS con Orange. Disponible en teléfonos Sony, Nokia y Motorola. Llama a MobileUpd8 al 08000839402 o llama a call2optout/N9DX.",,,
ham,Al señor búho le bastaron 3 lametones.,,,
ham,Te llamaré cuando estés en el lugar del cliente.,,,
ham,"Mm, esa vez que no te gusta divertirte",,,
spam,Alquiler de línea naranja a mitad de precio durante 4 meses y los últimos teléfonos con cámara GRATIS. ¿Tienes tu teléfono desde hace 11 meses? ¡Llama gratis a MobilesDirect al 08000938767 para actualizarlo ahora! or2stoptxt,,,
ham,"Sí, estoy comiendo mi buffet ahora mismo... ¿Ya comiste?",,,
ham,"Vaya, tan tarde... ¿Cena de F?",,,
ham,"Hola, ¿este sábado vamos solo a pilates de iniciación? ¿O también a kickboxing?",,,
ham,Solo por la mañana puedo estar bien.,,,
ham,"Sí, creo que sí. Estoy en la oficina, pero mi portátil está en la habitación; creo que lleva encendido los últimos días. No lo he apagado.",,,
ham,¿Te recojo sobre las 7:30? ¿A qué hora vas?,,,
ham,"A partir de ahora, la bonificación por desempeño se calcula cada dos meses, no para el mes en curso.",,,
ham,"Estaba durmiendo y puede que siga así cuando me llames. Así que un mensaje es genial. Eres la mejor, hermana. Te mando un mensaje cuando me despierte.",,,
ham,Siempre andas con tus asuntos privados. Publicas fotos de tu trasero en Facebook. Eres una de las personas más abiertas que he conocido. ¿Por qué iba a pensar que una foto de tu habitación te haría daño o te haría sentir violada?,,,
ham,"Buenas noches, señor. Al Salam Wahleykkum. Comparto una buena noticia. Gracias a Dios, recibí una oferta de Tayseer, TISSCO, y me incorporé. Espero que esté bien. Inshah Allah, nos vemos pronto. Rakhesh, visitante de la India.",,,
ham,Hmmm...k...pero quiero cambiar de campo rápidamente da:-)quiero ser administrador de sistemas o administrador de red..,,,
spam,"TONO DE LLAMADA GRATIS: envía FIRST al 87131 para un tono polifónico o GET al 87131 para un tono verdadero. ¿Necesitas ayuda? 0845 2814032 16. Después del primer tono gratuito, los tonos cuestan 3x150pw hasta el final. Envía un mensaje de texto para detener el tono.",,,
